 12 LIT   1   0   1		  1   7			 6  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  6 36 
 13 ADD   0   0   1		  1   7			 7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  6 36 
 14 STO   0   0   5		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
 15 LOD   0   0   6		  1   7			36  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
 16 SIO   0   0   1		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
 17 JMP   0   0   3		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
  3 LOD   0   0   5		  1   7			 7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
  4 LIT   1   0  10		  1   7			 7 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
  5 LSS   0   0   1		  1   7			 1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
  6 JPC   0   0  18		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
  7 LOD   0   0   5		  1   7			 7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
  8 LOD   1   0   5		  1   7			 7  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
  9 MUL   0   0   1		  1   7			49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 36 
 10 STO   0   0   6		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 49 
 11 LOD   0   0   5		  1   7			 7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 49 
 12 LIT   1   0   1		  1   7			 7  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 49 
 13 ADD   0   0   1		  1   7			 8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  7 49 
 14 STO   0   0   5		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
 15 LOD   0   0   6		  1   7			49  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
 16 SIO   0   0   1		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
 17 JMP   0   0   3		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
  3 LOD   0   0   5		  1   7			 8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
  4 LIT   1   0  10		  1   7			 8 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
  5 LSS   0   0   1		  1   7			 1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
  6 JPC   0   0  18		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
  7 LOD   0   0   5		  1   7			 8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
  8 LOD   1   0   5		  1   7			 8  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
  9 MUL   0   0   1		  1   7			64  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 49 
 10 STO   0   0   6		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 64 
 11 LOD   0   0   5		  1   7			 8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 64 
 12 LIT   1   0   1		  1   7			 8  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 64 
 13 ADD   0   0   1		  1   7			 9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  8 64 
 14 STO   0   0   5		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
 15 LOD   0   0   6		  1   7			64  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
 16 SIO   0   0   1		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
 17 JMP   0   0   3		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
  3 LOD   0   0   5		  1   7			 9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
  4 LIT   1   0  10		  1   7			 9 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
  5 LSS   0   0   1		  1   7			 1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
  6 JPC   0   0  18		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
  7 LOD   0   0   5		  1   7			 9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
  8 LOD   1   0   5		  1   7			 9  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
  9 MUL   0   0   1		  1   7			81  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 64 
 10 STO   0   0   6		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 81 
 11 LOD   0   0   5		  1   7			 9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 81 
 12 LIT   1   0   1		  1   7			 9  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 81 
 13 ADD   0   0   1		  1   7			10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0  9 81 
 14 STO   0   0   5		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
 15 LOD   0   0   6		  1   7			81  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
 16 SIO   0   0   1		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
 17 JMP   0   0   3		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
  3 LOD   0   0   5		  1   7			10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
  4 LIT   1   0  10		  1   7			10 10  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
  5 LSS   0   0   1		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
  6 JPC   0   0  18		  1   7			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		 0  0  0  0 10 81 
 18 SIO   0   0   3		  1   1			 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 		


